,Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,total_runners
547,Shirley McKellar,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Advanced,None,1,-48.73,61.040001,Yes,1,1.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,2
548,Kevin Nelson,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,0,-14.43,4.1199999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
549,Madeline Eden,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,0,-14.43,14.27,No,0,0.0,1.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,6
550,Matt Harris,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,0,-14.43,7.3200002,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,6
551,Mike Siegel,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Advanced,1,-14.43,40.0,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,Yes,,,,,,,6
552,Tami Walker,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,0,-14.43,15.56,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
553,Tawana Cadien,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Lost,0,-14.43,17.959999,No,1,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,,,6
554,Eric Pfalzgraf,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Lost,None,0,-61.459999,17.09,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,2
555,Jennie Lou Leeder,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Advanced,None,1,-61.459999,82.910004,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,2
558,Adrienne Bell,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Advanced,None,1,-22.33,79.830002,Yes,1,0.0,0.0,0.0,0,0.0,1.0,,,,,,,Yes,Yes,,,,,,2
559,Levy Barnes Jr.,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Lost,None,0,-22.33,20.17,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,,,2
560,Dori Fenenbock,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0,35.419998,21.969999,No,0,0.0,0.0,0.0,1,0.0,0.0,,No,,,,,No,,No,,,,,6
561,Enrique Garcia,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0,35.419998,5.3299999,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,,No,,,,,6
562,Jerome Tilghman,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0,35.419998,2.97,No,1,1.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,,No,,,,,6
563,John Carrillo,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0,35.419998,1.55,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,,No,,,,,6
564,Norma Chavez,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0,35.419998,6.6599998,No,1,0.0,0.0,1.0,0,0.0,0.0,,No,,,,,No,,No,,,,,6
565,Veronica Escobar,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Advanced,None,1,35.419998,61.529999,Yes,1,0.0,0.0,1.0,0,0.0,0.0,,Yes,,,,,Yes,,Yes,,,,,6
566,Dale Mantey,TX,U.S. House Texas District 17,Representative,Regular,3/6/18,Lost,None,0,-21.33,36.599998,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,Yes,,,,,,,2
567,Rick Kennedy,TX,U.S. House Texas District 17,Representative,Regular,3/6/18,Advanced,None,1,-21.33,63.400002,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,2
569,Ali Khorasani,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0,-16.33,7.5,No,1,0.0,1.0,0.0,0,1.0,0.0,,,,,,,Yes,No,,,,,,5
570,H. P. Parvizian,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0,-16.33,7.9099998,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,,,5
571,Jimmy Darnell Jones,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0,-16.33,22.08,No,1,1.0,0.0,0.0,0,0.0,0.0,,,,,,,No,Yes,,,,,,5
572,Silky Malik,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0,-16.33,9.6999998,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,,,5
573,Todd Litton,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Advanced,None,1,-16.33,52.810001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,,,5
574,Derrick Crowe,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,0,-15.51,23.049999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,Yes,,,,No,,4
575,Elliott McFadden,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,0,-15.51,17.02,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,No,,4
576,Joseph Kopser,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Advanced,1,-15.51,29.030001,Yes,0,1.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,No,No,,,,Yes,,4
577,Mary Wilson,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Lost,0,-15.51,30.9,No,0,0.0,1.0,0.0,0,1.0,0.0,,,Yes,,,,No,Yes,,,,No,,4
578,Letitia Plummer,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Lost,0,-14.81,24.290001,No,1,0.0,0.0,0.0,0,1.0,0.0,,,No,,,,No,Yes,,,,,,5
579,Margarita Ruiz Johnson,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,0,-14.81,12.64,No,1,1.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,,,5
580,Mark Gibson,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,0,-14.81,10.24,No,1,1.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,,,5
581,Sri Preston Kulkarni,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Advanced,1,-14.81,31.85,Yes,1,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,No,,,,,,5
582,Steve Brown,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,0,-14.81,20.98,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,No,,,,,,5
583,Angela Villescaz,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,0,-0.63,9.0900002,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,No,,,,No,,5
584,Gina Ortiz Jones,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Advanced,1,-0.63,41.560001,Yes,1,1.0,1.0,0.0,0,0.0,0.0,Yes,Yes,Yes,,,,No,No,,,,Yes,,5
585,Jay Hulings,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,0,-0.63,14.98,No,1,0.0,0.0,0.0,0,0.0,1.0,,No,,,,,No,No,,,,No,,5
586,Judy Canales,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,0,-0.63,16.99,No,1,0.0,0.0,0.0,0,0.0,1.0,,No,,,,,No,No,,,,No,,5
587,Rick Trevi̱o,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Lost,0,-0.63,17.379999,No,1,0.0,0.0,0.0,0,0.0,0.0,No,No,,,,,Yes,Yes,,,,No,,5
588,Jan McDowell,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Advanced,None,1,-12.78,52.470001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,,,4
589,John Biggan,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,0,-12.78,21.52,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,4
590,Josh Imhoff,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,0,-12.78,6.02,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4
591,Todd Allen,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,0,-12.78,20.0,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4
592,Chetan Panda,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,0,-19.23,9.04,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,No,,,,5
593,Chris Perri,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Lost,0,-19.23,32.790001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,Yes,,,Yes,,,,5
594,Julie Oliver,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Advanced,1,-19.23,26.440001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,No,,,,5
595,Kathi Thomas,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,0,-19.23,21.16,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,No,,,,5
596,West Hansen,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,0,-19.23,10.57,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,No,,,,5
597,Linsey Fagan,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Advanced,None,1,-31.629999,52.66,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,Yes,,,,,,2
598,Will Fisher,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Lost,None,0,-31.629999,47.34,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,,,2
599,Eric Holguin,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Advanced,1,-25.809999,23.299999,Yes,1,0.0,1.0,0.0,0,0.0,0.0,,,,,,,Yes,,,,,,,4
600,Raul (Roy) Barrera,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Lost,0,-25.809999,41.23,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,4
601,Ronnie McDonald,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,0,-25.809999,16.389999,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4
602,Vanessa Edwards Foster,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,0,-25.809999,19.08,No,0,0.0,1.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4
603,Augustine Reyes,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0,39.970001,2.8299999,No,1,1.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,,,,,,,7
604,Dominique Garcia,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0,39.970001,2.5799999,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,No,,,,,,7
605,Hector Morales,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0,39.970001,3.04,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,Yes,Yes,,,,,,7
606,Pedro Valencia,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0,39.970001,1.04,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,,,,,,,7
607,Roel Garcia,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0,39.970001,6.5900002,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,,,,,,,7
608,Sylvia Garcia,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Advanced,None,1,39.970001,63.259998,Yes,1,0.0,0.0,1.0,0,0.0,0.0,,Yes,,,,,No,,,,,,,7
609,Tahir Javed,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0,39.970001,20.67,No,1,0.0,0.0,0.0,1,0.0,0.0,,No,,,,,No,,,,,,,7
610,Adam Bell,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,0,-20.709999,17.959999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,No,,,,,,4
611,Lorie Burch,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Advanced,1,-20.709999,49.610001,Yes,0,0.0,1.0,0.0,0,0.0,0.0,,,No,,,,,Yes,,,,,,4
612,Medrick Yhap,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,0,-20.709999,3.76,No,1,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,No,,,,,,4
613,Sam Johnson,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Lost,0,-20.709999,28.68,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,No,,,,,,4
614,Christine Mann,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Lost,0,-17.379999,33.509998,No,0,0.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,Yes,,,,,,,4
615,Kent Lester,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,0,-17.379999,10.32,No,0,1.0,0.0,0.0,0,0.0,0.0,,,No,,,,No,,,,,,,4
616,M.J. Hegar,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Advanced,1,-17.379999,44.93,Yes,0,1.0,0.0,0.0,0,0.0,0.0,,,No,,,,No,,,,,,,4
617,Mike Clark,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,0,-17.379999,11.23,No,0,0.0,0.0,0.0,0,1.0,0.0,,,No,,,,No,,,,,,,4
618,Brett Shipp,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0,-4.98,16.34,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,No,,,,,,,,,,,7
619,Colin Allred,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Advanced,1,-4.98,38.43,Yes,1,0.0,0.0,0.0,0,0.0,1.0,Yes,No,Yes,,,,,,,,,,,7
620,Ed Meier,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0,-4.98,13.7,No,0,0.0,0.0,0.0,0,0.0,1.0,No,No,Yes,,,,,,,,,,,7
621,George Rodriguez,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0,-4.98,7.5900002,No,1,0.0,0.0,0.0,0,0.0,0.0,No,No,No,,,,,,,,,,,7
622,Lillian Salerno,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Lost,0,-4.98,18.35,No,0,0.0,0.0,0.0,0,0.0,1.0,No,Yes,No,,,,,,,,,,,7
623,Ron Marshall,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0,-4.98,3.24,No,0,1.0,0.0,0.0,0,1.0,0.0,No,No,No,,,,,,,,,,,7
624,Todd Maternowski,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0,-4.98,2.3599999,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,No,,,,,,,,,,,7
625,Dayna Steele,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Advanced,None,1,-49.509998,72.0,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,Yes,,,,2
626,Jon Powell,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Lost,None,0,-49.509998,28.0,No,0,0.0,0.0,1.0,0,1.0,0.0,,,,,,,No,,,No,,,,2
627,Catherine Krantz,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Advanced,None,1,-55.029999,68.620003,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,2
628,Lander Bethel,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Lost,None,0,-55.029999,31.379999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,2
630,Jana Lynne Sanchez,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Advanced,1,-16.030001,36.900002,Yes,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,5
631,John Duncan,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,0,-16.030001,13.52,No,0,0.0,1.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,5
632,Justin Snider,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,0,-16.030001,6.8499999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,,,,,5
633,Levii Shocklee,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,0,-16.030001,5.7800002,No,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,5
634,Ruby Faye Woolridge,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Lost,0,-16.030001,36.950001,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,5
635,Alex Triantaphyllis,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0,-6.8099999,15.73,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,No,,,No,,,7
636,Ivan Sanchez,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0,-6.8099999,5.6900001,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,No,,,No,,,7
637,James Cargas,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0,-6.8099999,1.96,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,No,,,No,,,7
638,Jason Westin,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0,-6.8099999,19.16,No,0,0.0,0.0,0.0,0,1.0,0.0,,No,,,,,No,No,,,No,,,7
639,Joshua Butler,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0,-6.8099999,3.77,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,No,,,No,,,7
640,Laura Moser,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Lost,0,-6.8099999,24.34,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,,,,,Yes,Yes,,,Yes,,,7
641,Lizzie Pannill Fletcher,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Advanced,1,-6.8099999,29.360001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,Yes,,,,,No,No,,,No,,,7
643,Kurt Weiland,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Lost,None,0,-37.259998,43.150002,No,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,2
644,Lee Castillo,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Advanced,None,1,-37.259998,56.849998,Yes,1,0.0,1.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,2
648,Edwin Santana,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,0,-14.81,32.900002,No,1,1.0,0.0,0.0,0,0.0,0.0,,,No,,,,Yes,,,,,,,3
649,John Suddarth,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,0,-14.81,27.129999,No,0,1.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,No,,,,,,,3
650,Vangie Williams,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Advanced,None,1,-14.81,39.970001,Yes,1,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,,,3
651,Alison Kiehl Friedman,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0,4.6900001,22.959999,No,0,0.0,0.0,0.0,1,0.0,1.0,,,Yes,,,,No,,,,,No,,6
652,Dan Helmer,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0,4.6900001,12.55,No,0,1.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,Yes,,6
653,Jennifer Wexton,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Advanced,None,1,4.6900001,41.889999,Yes,0,0.0,0.0,1.0,0,0.0,0.0,,,Yes,,,,No,,,,,No,,6
654,Julia Biggins,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0,4.6900001,2.8299999,No,0,0.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,Yes,,,,,No,,6
655,Lindsey Davis Stover,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0,4.6900001,16.02,No,0,0.0,0.0,0.0,0,0.0,1.0,,,Yes,,,,No,,,,,No,,6
656,Paul Pelletier,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0,4.6900001,3.76,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,No,,6
657,Elaine Luria,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Advanced,None,1,-5.6599998,62.330002,Yes,0,1.0,0.0,0.0,0,1.0,0.0,Yes,Yes,Yes,,,,,,,,No,Yes,,2
658,Karen Mallard,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Lost,None,0,-5.6599998,37.669998,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,Yes,,,,,,,,Yes,No,,2
660,Charlotte Moore,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,0,-25.959999,18.450001,No,0,0.0,0.0,1.0,0,0.0,0.0,,,No,,,,No,,,,,,,4
661,Jennifer Lewis,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Advanced,None,1,-25.959999,47.669998,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,Yes,,,,,,,4
662,Peter Volosin,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,0,-25.959999,27.190001,No,0,0.0,1.0,0.0,0,1.0,0.0,,,No,,,,No,,,,,,,4
663,Sergio Coppola,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,0,-25.959999,6.6799998,No,0,0.0,0.0,0.0,0,1.0,0.0,,,No,,,,No,,,,,,,4
664,Abigail Spanberger,VA,U.S. House Virginia District 7,Representative,Regular,6/12/18,Advanced,None,1,-10.03,72.68,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,Yes,Yes,,,,,,,,,No,,2
665,Dan Ward,VA,U.S. House Virginia District 7,Representative,Regular,6/12/18,Lost,None,0,-10.03,27.32,No,0,1.0,0.0,0.0,0,0.0,0.0,,No,Yes,,,,,,,,,Yes,,2
666,Anthony Flaccavento,VA,U.S. House Virginia District 9,Representative,Regular,6/12/18,Advanced,None,1,-40.709999,78.639999,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,,,,,2
667,Justin Santopietro,VA,U.S. House Virginia District 9,Representative,Regular,6/12/18,Lost,None,0,-40.709999,21.360001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,2
668,Carolyn Long,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Advanced,None,1,-8.5100002,,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,Yes,Yes,,,,No,No,,Yes,,,,4
669,David McDevitt,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,0,-8.5100002,,No,0,1.0,0.0,0.0,1,0.0,0.0,,No,No,,,,No,No,,No,,,,4
670,Dorothy Gasque,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,0,-8.5100002,,No,0,1.0,0.0,0.0,0,1.0,0.0,,No,No,,,,Yes,Yes,,No,,,,4
671,Martin Hash,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,0,-8.5100002,,No,0,0.0,0.0,0.0,0,1.0,0.0,,No,No,,,,No,No,,No,,,,4
674,Jason Rittereiser,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,0,0.12,,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,Yes,,,,Yes,,,Yes,,,,4
675,Kim Schrier,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Advanced,None,1,0.12,,Yes,0,0.0,0.0,0.0,0,1.0,0.0,,Yes,Yes,,,,No,,,No,,,,4
676,Shannon Hader,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,0,0.12,,No,0,0.0,0.0,0.0,1,1.0,0.0,,No,Yes,,,,No,,,No,,,,4
677,Thomas Cramer,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,0,0.12,,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,No,,,,No,,,No,,,,4
678,Kendra Fershee,WV,U.S. House West Virginia District 1,Representative,Regular,5/8/18,Advanced,None,1,-40.41,47.240002,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
679,Ralph Baxter,WV,U.S. House West Virginia District 1,Representative,Regular,5/8/18,Lost,None,0,-40.41,38.119999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
680,Tom Payne,WV,U.S. House West Virginia District 1,Representative,Regular,5/8/18,Lost,None,0,-40.41,14.64,No,0,1.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,3
681,Aaron Scheinberg,WV,U.S. House West Virginia District 2,Representative,Regular,5/8/18,Lost,None,0,-35.330002,37.43,No,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,Yes,,2
682,Talley Sergent,WV,U.S. House West Virginia District 2,Representative,Regular,5/8/18,Advanced,None,1,-35.330002,62.57,Yes,0,0.0,0.0,0.0,0,0.0,1.0,,,,,,,,,,,,No,,2
683,Janice Hagerman,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,0,-47.48,7.2399998,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,No,No,,4
684,Paul Davis,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,0,-47.48,15.96,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,No,No,,4
685,Richard Ojeda,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Advanced,None,1,-47.48,52.16,Yes,1,1.0,0.0,1.0,0,0.0,0.0,,,,,,,,,,,Yes,Yes,,4
686,Shirley Love,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,0,-47.48,24.639999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,No,No,,4
